,Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,Price sensitivity scores,Income bins,Age
1392,Blue Streak,68208190.0,117448157.0,,36000000.0,Sep 17 1999,PG-13,95.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Les Mayfield,35.0,5.9,23545.0,0.08972782517119743,59.0,35.0
1393,The Butterfly Effect,57924679.0,96046844.0,,13000000.0,Jan 23 2004,R,113.0,New Line,Original Screenplay,Thriller/Suspense,Science Fiction,,33.0,7.8,102982.0,0.07619987380415359,78.0,33.0
1394,"O Brother, Where Art Thou",45506619.0,65976782.0,,26000000.0,Dec 22 2000,PG-13,102.0,Walt Disney Pictures,Traditional/Legend/Fairytale,Comedy,Historical Fiction,Joel Coen,,,,0.0598639247539671,,
1395,Batman & Robin,107325195.0,238317814.0,,125000000.0,Jun 20 1997,PG-13,130.0,Warner Bros.,Original Screenplay,Action,Super Hero,Joel Schumacher,11.0,3.5,81283.0,0.0,35.0,11.0
1396,Boat Trip,8586376.0,14933713.0,,15000000.0,Mar 21 2003,R,,Artisan,Original Screenplay,Comedy,Contemporary Fiction,,7.0,4.7,13258.0,0.0,47.0,7.0
1397,Bubba Ho-Tep,1239183.0,1239183.0,,1000000.0,Sep 19 2003,R,,Vitagraph Films,Based on Book/Short Story,Comedy,Fantasy,,,7.3,23110.0,0.0016301443503942848,73.0,
1398,Bubble,145382.0,145382.0,,1600000.0,Jan 27 2006,R,,Magnolia Pictures,Original Screenplay,Drama,Contemporary Fiction,Steven Soderbergh,,4.6,101.0,0.00019124991704132634,46.0,
1399,Bubble Boy,5002310.0,5002310.0,,13000000.0,Aug 24 2001,PG-13,,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,30.0,5.4,11073.0,0.006580535227985564,54.0,30.0
1400,Buffalo '66,2380606.0,2380606.0,,1500000.0,Jun 26 1998,R,,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,Vincent Gallo,78.0,7.3,17762.0,0.0031316854906940595,73.0,78.0
1401,Buffalo Soldiers,353743.0,353743.0,,15000000.0,Jul 25 2003,R,,Miramax,Based on Book/Short Story,Comedy,Historical Fiction,,,6.9,13510.0,0.00046534866354810023,69.0,
1402,Bulworth,26528684.0,29203383.0,,30000000.0,May 15 1998,R,107.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Warren Beatty,75.0,6.8,15486.0,0.03489846483206698,68.0,75.0
1403,W.,25534493.0,28575778.0,7871296.0,25100000.0,Oct 17 2008,PG-13,131.0,Lionsgate,Based on Real Life Events,Drama,Dramatization,Oliver Stone,60.0,,,0.03359060728248565,,60.0
1404,Bowfinger,66458769.0,98699769.0,,55000000.0,Aug 13 1999,PG-13,96.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Frank Oz,79.0,6.4,33389.0,0.08742646309666033,64.0,79.0
1405,Bewitched,63313159.0,131413159.0,,80000000.0,Jun 24 2005,PG-13,100.0,Sony Pictures,Based on TV,Comedy,Fantasy,Nora Ephron,24.0,4.8,26834.0,0.0832884153909996,48.0,24.0
1406,Barnyard: The Original Party Animals,72779000.0,116618084.0,65043181.0,51000000.0,Aug 04 2006,PG,90.0,Paramount Pictures,Original Screenplay,Comedy,Kids Fiction,Steve Oedekerk,23.0,,,0.0957407224577368,,23.0
1407,Beyond the Sea,6144806.0,7061637.0,,24000000.0,Dec 17 2004,PG-13,,Lionsgate,Based on Real Life Events,Drama,Dramatization,Kevin Spacey,42.0,6.6,8002.0,0.008083487899018065,66.0,42.0
1408,Cabin Fever,21158188.0,30553394.0,,1500000.0,Sep 12 2003,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Eli Roth,,5.4,28417.0,0.02783358118436111,54.0,
1409,CachÈ,3647381.0,17147381.0,,8000000.0,Dec 23 2005,R,,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,,,5.5,26.0,0.004798127097358063,55.0,
1410,Cadillac Records,8138000.0,8138000.0,10049741.0,12000000.0,Dec 05 2008,R,108.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,,67.0,6.7,5026.0,0.010705533180739801,67.0,67.0
1411,Can't Hardly Wait,25358996.0,25358996.0,,10000000.0,Jun 12 1998,PG-13,98.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,44.0,6.2,19470.0,0.03335974110447873,62.0,44.0
1412,Capote,28750530.0,46309352.0,17031573.0,7000000.0,Sep 30 2005,R,,Sony Pictures Classics,Based on Real Life Events,Drama,Dramatization,Bennett Miller,90.0,7.6,41472.0,0.03782130165628595,76.0,90.0
1413,Sukkar banat,1060591.0,14253760.0,,1600000.0,Feb 01 2008,PG,,Roadside Attractions,Original Screenplay,Romantic Comedy,Contemporary Fiction,,,7.0,3799.0,0.001395206702100517,70.0,
1414,Disney's A Christmas Carol,137855863.0,323743744.0,,190000000.0,Nov 06 2009,PG,,Walt Disney Pictures,Remake,Drama,Fantasy,Robert Zemeckis,53.0,,,0.18134928919956012,,53.0
1415,The Rage: Carrie 2,17760244.0,17760244.0,,21000000.0,Mar 12 1999,R,101.0,MGM,Based on Book/Short Story,Horror,Contemporary Fiction,,16.0,4.3,7235.0,0.0,43.0,16.0
1416,Cars,244082982.0,461923762.0,246114559.0,70000000.0,Jun 09 2006,G,,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,John Lasseter,74.0,7.5,66809.0,0.32109098828396604,75.0,74.0
1417,Cast Away,233632142.0,427230516.0,,85000000.0,Dec 22 2000,PG-13,144.0,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,Robert Zemeckis,89.0,7.5,102936.0,0.30734291573707456,75.0,89.0
1418,Catch Me if You Can,164606800.0,351106800.0,,52000000.0,Dec 25 2002,PG-13,141.0,Dreamworks SKG,Based on Book/Short Story,Drama,Dramatization,Steven Spielberg,96.0,5.7,224.0,0.21654012769420009,57.0,96.0
1419,The Cat in the Hat,101018283.0,133818283.0,,109000000.0,Nov 21 2003,PG,82.0,Universal,Based on Book/Short Story,Comedy,Fantasy,,,3.4,15318.0,0.13288947905110143,34.0,
1420,Cats Don't Dance,3588602.0,3588602.0,,32000000.0,Mar 26 1997,G,,Warner Bros.,Original Screenplay,Musical,Fantasy,Mark Dindal,67.0,6.9,1663.0,0.004720803364889311,69.0,67.0
1421,Catwoman,40202379.0,82102379.0,,100000000.0,Jul 23 2004,PG-13,104.0,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,,10.0,3.2,34651.0,0.0,32.0,10.0
1422,Cecil B. Demented,1276984.0,1953882.0,,10000000.0,Aug 11 2000,R,,Artisan,Original Screenplay,Black Comedy,Contemporary Fiction,John Waters,51.0,5.9,7565.0,0.0016798715388638282,59.0,51.0
1423,The Country Bears,16988996.0,16988996.0,,20000000.0,Jul 26 2002,G,,Walt Disney Pictures,Disney Ride,Adventure,Kids Fiction,,27.0,3.8,2021.0,0.02234901208963575,38.0,27.0
1424,Center Stage,17200925.0,17200925.0,,18000000.0,May 12 2000,PG-13,,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,,42.0,6.2,7968.0,0.02262780453759115,62.0,42.0
1425,The Corpse Bride,53359111.0,117359111.0,,30000000.0,Sep 16 2005,PG,77.0,Warner Bros.,Traditional/Legend/Fairytale,Adventure,Fantasy,Tim Burton,,,,0.07019387236486582,,
1426,Critical Care,220175.0,220175.0,,12000000.0,Oct 31 1997,R,,,,,,Sidney Lumet,53.0,6.0,895.0,0.00028964005505890706,60.0,53.0
1427,Connie & Carla,8047525.0,8047525.0,,20000000.0,Apr 16 2004,PG-13,,Universal,Original Screenplay,Comedy,Contemporary Fiction,Michael Lembeck,44.0,6.0,4359.0,0.010586513382935987,60.0,44.0
1428,Collateral Damage,40048332.0,78353508.0,,85000000.0,Feb 08 2002,R,109.0,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Andrew Davis,,5.2,24358.0,0.05268355210853816,52.0,
1429,Crocodile Dundee in Los Angeles,25590119.0,39393111.0,,25000000.0,Apr 20 2001,PG,95.0,Paramount Pictures,Original Screenplay,Adventure,Contemporary Fiction,Simon Wincer,12.0,4.6,7082.0,0.0,46.0,12.0
1430,Celebrity,5078660.0,6200000.0,,12000000.0,Nov 20 1998,R,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Woody Allen,41.0,6.1,10978.0,0.006680973598389776,61.0,41.0
1431,The Cell,61280963.0,61280963.0,,35000000.0,Aug 18 2000,R,109.0,New Line,Original Screenplay,Thriller/Suspense,Science Fiction,,46.0,6.2,36961.0,0.08061506300616712,62.0,46.0
1432,Cellular,32003620.0,45261739.0,,45000000.0,Sep 10 2004,PG-13,94.0,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David R. Ellis,54.0,6.5,32534.0,0.04210073922509067,65.0,54.0
1433,City of Ember,7871693.0,11817059.0,6086988.0,38000000.0,Oct 10 2008,PG,94.0,20th Century Fox,Based on Book/Short Story,Adventure,Fantasy,Gil Kenan,53.0,6.4,14905.0,0.01035520651266862,64.0,53.0
1434,Charlie and the Chocolate Factory,206459076.0,474459076.0,,150000000.0,Jul 15 2005,PG,115.0,Warner Bros.,Remake,Comedy,Kids Fiction,Tim Burton,82.0,7.1,102437.0,0.27159676684478745,71.0,82.0
1435,Catch a Fire,4299773.0,5699773.0,,14000000.0,Oct 27 2006,PG-13,101.0,Focus Features,Based on Real Life Events,Thriller/Suspense,Dramatization,Phillip Noyce,76.0,6.8,5959.0,0.005656348306850469,68.0,76.0
1436,Charlie's Angels: Full Throttle,100814328.0,227200000.0,,120000000.0,Jun 27 2003,PG-13,106.0,Sony Pictures,Based on TV,Action,Contemporary Fiction,Joseph McGinty Nichol,,4.7,43942.0,0.13262117639444404,47.0,
1437,Charlie's Angels,125305545.0,263200000.0,,90000000.0,Nov 03 2000,PG-13,98.0,Sony Pictures,Based on TV,Adventure,Contemporary Fiction,Joseph McGinty Nichol,67.0,5.5,60791.0,0.1648393548449477,55.0,67.0
1438,Chasing Amy,12006514.0,15155095.0,,250000.0,Apr 04 1997,R,,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,Kevin Smith,91.0,7.5,63591.0,0.01579456058147173,75.0,91.0
1439,Chicago,170687518.0,307687518.0,,30000000.0,Dec 27 2002,PG-13,113.0,Miramax,Based on Musical/Opera,Musical,Historical Fiction,Rob Marshall,88.0,7.2,82650.0,0.22453930787504572,72.0,88.0
1440,Chicken Little,135386665.0,314432738.0,142108745.0,60000000.0,Nov 04 2005,G,80.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,Mark Dindal,36.0,5.8,17415.0,0.17810106099621578,58.0,36.0
1441,Chicken Run,106793915.0,227793915.0,,42000000.0,Jun 21 2000,G,84.0,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Nick Park,96.0,7.3,48307.0,0.14048731881710566,73.0,96.0
1442,Cheaper by the Dozen,138614544.0,189714544.0,,40000000.0,Dec 25 2003,PG,98.0,20th Century Fox,Remake,Comedy,Contemporary Fiction,Shawn Levy,24.0,5.6,24283.0,0.1823473335125482,56.0,24.0
1443,Cheaper by the Dozen 2,82571173.0,135015330.0,26537982.0,60000000.0,Dec 21 2005,PG,94.0,20th Century Fox,Remake,Comedy,Contemporary Fiction,Adam Shankman,7.0,5.2,11858.0,0.0,52.0,7.0
1444,Cheri,2715657.0,2715657.0,,23000000.0,Jun 26 2009,R,,Miramax,Based on Book/Short Story,Drama,Historical Fiction,Stephen Frears,54.0,6.1,3307.0,0.0035724448416082953,61.0,54.0
1445,Chill Factor,11263966.0,11263966.0,,34000000.0,Sep 01 1999,R,,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,,7.0,4.9,5374.0,0.0,49.0,7.0
1446,Bride of Chucky,32404188.0,50692188.0,,25000000.0,Oct 16 1998,R,89.0,Universal,Original Screenplay,Horror,Fantasy,Ronny Yu,43.0,5.3,13735.0,0.0426276861426555,53.0,43.0
1447,Seed of Chucky,17016190.0,24716190.0,,29000000.0,Nov 12 2004,R,,Focus/Rogue Pictures,Original Screenplay,Horror,Contemporary Fiction,,32.0,5.1,9897.0,0.02238478577719007,51.0,32.0
1448,Children of Men,35552383.0,69450202.0,25345271.0,76000000.0,Dec 25 2006,R,114.0,Universal,Based on Book/Short Story,Thriller/Suspense,Science Fiction,Alfonso Cuaron,93.0,8.1,158125.0,0.04676913441396776,81.0,93.0
1449,Chloe,3075255.0,9675172.0,,13000000.0,Mar 26 2010,R,,Sony Pictures Classics,,Thriller/Suspense,Contemporary Fiction,Atom Egoyan,,6.5,8772.0,0.004045495753469646,65.0,
1450,Love in the Time of Cholera,4617608.0,31077418.0,,45000000.0,Nov 16 2007,R,139.0,New Line,Based on Book/Short Story,Drama,Historical Fiction,Mike Newell,27.0,6.2,8580.0,0.006074460022075394,62.0,27.0
1451,Chocolat,71309760.0,152500343.0,,25000000.0,Dec 15 2000,PG-13,122.0,Miramax,Based on Book/Short Story,Drama,Historical Fiction,Lasse Hallstrom,62.0,7.3,56176.0,0.09380793828834995,73.0,62.0
1452,The Children of Huang Shi,1031872.0,5527507.0,,20000000.0,May 23 2008,R,,Sony Pictures Classics,Based on Real Life Events,Drama,Dramatization,,31.0,6.9,4100.0,0.0013574268781366848,69.0,31.0
1453,Les Choristes,3629758.0,83529758.0,,5500000.0,Nov 26 2004,PG-13,,Miramax,Remake,Drama,Historical Fiction,,,7.8,16391.0,0.004774944053459786,78.0,
1454,Chairman of the Board,306715.0,306715.0,,7000000.0,Mar 13 1998,PG-13,,Trimark,Original Screenplay,Comedy,Contemporary Fiction,,14.0,2.1,3164.0,0.0,21.0,14.0
1455,Chuck&Buck,1055671.0,1157672.0,,250000.0,Jul 14 2000,R,,Artisan,Original Screenplay,Drama,Contemporary Fiction,Chris Weitz,,6.5,3455.0,0.0013887344456186737,65.0,
1456,The Chumscrubber,49526.0,49526.0,,6800000.0,Aug 05 2005,R,,Picturehouse,Original Screenplay,Drama,Contemporary Fiction,,34.0,7.0,10449.0,6.515141758531819e-05,70.0,34.0
1457,Charlotte's Web,82985708.0,143985708.0,83571732.0,82500000.0,Dec 15 2006,G,98.0,Paramount Pictures,Based on Book/Short Story,Drama,Fantasy,Gary Winick,78.0,6.7,8028.0,0.10916763953320034,67.0,78.0
1458,Cinderella Man,61649911.0,108539911.0,,88000000.0,Jun 03 2005,PG-13,144.0,Universal,Based on Real Life Events,Drama,Dramatization,Ron Howard,80.0,8.0,63111.0,0.08110041383634255,80.0,80.0
1459,A Cinderella Story,51438175.0,70067909.0,,19000000.0,Jul 16 2004,PG,95.0,Warner Bros.,Traditional/Legend/Fairytale,Romantic Comedy,Contemporary Fiction,,10.0,5.4,14904.0,0.0,54.0,10.0
1460,City of Angels,78750909.0,198750909.0,,55000000.0,Apr 10 1998,PG-13,117.0,Warner Bros.,Remake,Drama,Fantasy,Brad Silberling,59.0,6.4,40053.0,0.10359676447688874,64.0,59.0
1461,A Civil Action,56709981.0,56709981.0,,60000000.0,Dec 25 1998,PG-13,112.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Steven Zaillian,61.0,6.4,14244.0,0.07460193945375077,64.0,61.0
1462,CJ7,206678.0,47300771.0,,20000000.0,Mar 07 2008,PG,,Sony Pictures Classics,Original Screenplay,Comedy,Kids Fiction,Stephen Chow,,,,0.0002718847612102409,,
1463,The Cookout,11540112.0,11540112.0,,16000000.0,Sep 03 2004,PG-13,,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,,5.0,3.2,1659.0,0.0,32.0,5.0
1464,The Claim,622023.0,622023.0,,13000000.0,Dec 29 2000,R,,MGM,Based on Book/Short Story,Western,Historical Fiction,,63.0,6.5,3681.0,0.0008182708117084435,65.0,63.0
1465,The Santa Clause 2,139225854.0,172825854.0,,65000000.0,Nov 01 2002,G,104.0,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,Michael Lembeck,,5.5,9061.0,0.18315151138041721,55.0,
1466,Cold Mountain,95632614.0,161632614.0,,80000000.0,Dec 25 2003,R,152.0,Miramax,Based on Book/Short Story,Drama,Historical Fiction,Anthony Minghella,70.0,7.3,51083.0,0.12580463533274536,73.0,70.0
1467,Clean,138711.0,138711.0,,10000.0,Apr 28 2006,R,,Palm Pictures,Original Screenplay,Drama,Contemporary Fiction,,,,,0.00018247422131157515,,
1468,Click,137355633.0,237555633.0,81244755.0,82500000.0,Jun 23 2006,PG-13,,Sony Pictures,Original Screenplay,Comedy,Fantasy,Frank Coraci,32.0,5.0,133.0,0.18069123699226086,50.0,32.0
1469,Code Name: The Cleaner,8135024.0,8135024.0,4492233.0,20000000.0,Jan 05 2007,PG-13,91.0,New Line,Original Screenplay,Comedy,Contemporary Fiction,Les Mayfield,4.0,4.0,5277.0,0.0,40.0,4.0
1470,Welcome to Collinwood,378650.0,378650.0,,12000000.0,Oct 04 2002,R,,Warner Bros.,,,,,53.0,6.2,7887.0,0.0004981138042377889,62.0,53.0
1471,Closer,33987757.0,115987757.0,,35000000.0,Dec 03 2004,R,104.0,Sony Pictures,Based on Play,Drama,Contemporary Fiction,Mike Nichols,68.0,2.9,212.0,0.044710870029788824,29.0,68.0
1472,Clerks II,24148068.0,25894473.0,26411041.0,5000000.0,Jul 21 2006,R,,MGM,Original Screenplay,Comedy,Contemporary Fiction,Kevin Smith,63.0,7.7,56668.0,0.03176676618638007,77.0,63.0
1473,Maid in Manhattan,93932896.0,154832896.0,,55000000.0,Dec 13 2002,PG-13,105.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Wayne Wang,39.0,4.6,30370.0,0.12356865751916699,46.0,39.0
1474,It's Complicated,112735375.0,224614744.0,29195673.0,75000000.0,Dec 25 2009,R,,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Nancy Meyers,57.0,6.7,17748.0,0.14830330519853088,67.0,57.0
1475,The Company,2281585.0,3396508.0,,15000000.0,Dec 25 2003,PG-13,,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Robert Altman,69.0,6.2,3649.0,0.003001423436001256,62.0,69.0
1476,Constantine,75976178.0,230884728.0,,75000000.0,Feb 18 2005,R,122.0,Warner Bros.,Based on Comic/Graphic Novel,Action,Contemporary Fiction,Francis Lawrence,46.0,6.7,78705.0,0.09994660783052264,67.0,46.0
1477,The Contender,17804273.0,17804273.0,,9000000.0,Oct 13 2000,R,,Dreamworks SKG,Original Screenplay,Drama,Contemporary Fiction,Rod Lurie,76.0,6.9,13709.0,0.02342150840015357,69.0,76.0
1478,Die F‰lscher,5488570.0,19416495.0,,6250000.0,Feb 22 2008,R,,Sony Pictures Classics,Based on Real Life Events,Drama,Dramatization,,,7.6,16525.0,0.007220209910274398,76.0,
1479,Control,871577.0,5645350.0,,6400000.0,Oct 10 2007,R,,Weinstein Co.,Based on Book/Short Story,Drama,Dramatization,,87.0,7.8,19466.0,0.001146558920259235,78.0,87.0
1480,Centurion,119621.0,119621.0,,15000000.0,Aug 27 2010,,,Magnolia Pictures,,,,,55.0,6.5,8997.0,0.00015736133996230962,65.0,55.0
1481,Coach Carter,67264877.0,76669806.0,,45000000.0,Jan 14 2005,PG-13,136.0,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,,65.0,7.1,23526.0,0.08848689759423464,71.0,65.0
1482,Confessions of a Dangerous Mind,16007718.0,33013805.0,,29000000.0,Dec 31 2002,R,,Miramax,Based on Book/Short Story,Drama,Dramatization,George Clooney,79.0,7.1,36258.0,0.02105814158232069,71.0,79.0
1483,Coco avant Chanel,6113834.0,48846765.0,,23000000.0,Sep 25 2009,PG-13,,Sony Pictures Classics,Based on Real Life Events,Drama,Dramatization,,,6.5,6720.0,0.008042744255165291,65.0,
1484,Code 46,197148.0,197148.0,,7500000.0,Aug 06 2004,R,,MGM,,,Science Fiction,Michael Winterbottom,,6.3,9608.0,0.0002593480530248821,63.0,
1485,Agent Cody Banks 2: Destination London,23514247.0,28703083.0,,26000000.0,Mar 12 2004,PG,100.0,MGM,Original Screenplay,Comedy,Kids Fiction,,,4.1,4063.0,0.03093297511410805,41.0,
1486,Agent Cody Banks,47545060.0,58240458.0,,25000000.0,Mar 14 2003,PG,102.0,MGM,Original Screenplay,Comedy,Kids Fiction,,38.0,5.1,9527.0,0.06254549243183395,51.0,38.0
1487,Collateral,100170152.0,217670152.0,,60000000.0,Aug 06 2004,R,120.0,Dreamworks SKG,Original Screenplay,Action,Contemporary Fiction,Michael Mann,86.0,7.8,105362.0,0.1317737633270766,78.0,86.0
1488,College,4694491.0,5629618.0,,6000000.0,Aug 29 2008,R,94.0,MGM,Original Screenplay,Comedy,Contemporary Fiction,,5.0,4.3,6496.0,0.0,43.0,5.0
1489,Company Man,146028.0,146028.0,,12000000.0,Mar 09 2001,PG-13,,,,,,,,5.0,1305.0,0.0001920997295793895,50.0,
1490,Come Early Morning,119452.0,119452.0,,6000000.0,Nov 10 2006,R,,IDP/Goldwyn/Roadside,Original Screenplay,Drama,Contemporary Fiction,Joey Lauren Adams,83.0,6.2,1511.0,0.00015713902058315688,62.0,83.0
1491,Con Air,101117573.0,224117573.0,,80000000.0,Jun 06 1997,R,115.0,Walt Disney Pictures,Original Screenplay,Action,Contemporary Fiction,Simon West,57.0,6.6,76052.0,0.13302009497510187,66.0,57.0
1492,Confidence,12212417.0,12212417.0,,15000000.0,Apr 25 2003,R,,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,James Foley,71.0,6.8,17111.0,0.016065425830736155,68.0,71.0
1493,Conspiracy Theory,76118990.0,137118990.0,,80000000.0,Aug 08 1997,R,135.0,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Richard Donner,51.0,6.5,35719.0,0.10013447691440171,65.0,51.0
1494,Contact,100920329.0,165900000.0,,90000000.0,Jul 11 1997,PG,150.0,Warner Bros.,Based on Book/Short Story,Drama,Science Fiction,Robert Zemeckis,67.0,7.3,73684.0,0.13276062063414565,73.0,67.0
1495,The Cooler,8291572.0,10464788.0,,4000000.0,Nov 26 2003,R,,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,,77.0,7.0,19072.0,0.010907557036924684,70.0,77.0
1496,Copying Beethoven,355968.0,355968.0,,11000000.0,Nov 10 2006,PG-13,104.0,MGM,Based on Real Life Events,Drama,Dramatization,,,6.8,5017.0,0.00046827564945706385,68.0,
1497,Corky Romano,23978402.0,23978402.0,,11000000.0,Oct 12 2001,PG-13,86.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,5.0,4.2,6739.0,0.0,42.0,5.0
1498,Coraline,75286229.0,124062750.0,46101073.0,60000000.0,Feb 06 2009,PG,100.0,Focus Features,Based on Book/Short Story,Adventure,Kids Fiction,,89.0,7.8,38464.0,0.09903898041438622,78.0,89.0
1499,Confessions of a Teenage Drama Queen,29331068.0,33051296.0,,15000000.0,Feb 20 2004,PG,89.0,Walt Disney Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,,13.0,4.3,9976.0,0.0,43.0,13.0
1500,The Covenant,23364784.0,38164784.0,26360430.0,20000000.0,Sep 08 2006,PG-13,95.0,Sony/Screen Gems,Based on Comic/Graphic Novel,Thriller/Suspense,Contemporary Fiction,Renny Harlin,3.0,4.8,17736.0,0.0,48.0,3.0
1501,Cop Land,44906632.0,63706632.0,,15000000.0,Aug 15 1997,R,105.0,Miramax,Original Screenplay,Drama,Contemporary Fiction,James Mangold,71.0,6.9,35192.0,0.05907464228450132,69.0,71.0
1502,Couples Retreat,109205660.0,172450423.0,34715888.0,60000000.0,Oct 09 2009,PG-13,113.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Peter Billingsley,12.0,5.5,18332.0,0.0,55.0,12.0
1503,Cradle Will Rock,2899970.0,2899970.0,,32000000.0,Dec 08 1999,R,,Walt Disney Pictures,Original Screenplay,Drama,Dramatization,Tim Robbins,64.0,6.7,6127.0,0.003814908461311133,67.0,64.0
1504,Crank,27838408.0,33824696.0,28776986.0,12000000.0,Sep 01 2006,R,88.0,Lionsgate,Original Screenplay,Action,Contemporary Fiction,,61.0,7.1,71094.0,0.03662140581751933,71.0,61.0
1505,Crash,3357324.0,3357324.0,,10000000.0,Oct 04 1996,R,,Fine Line,Based on Book/Short Story,Drama,Contemporary Fiction,David Cronenberg,65.0,6.1,20886.0,0.004416557321269854,61.0,65.0
1506,The Crazies,39123589.0,43027734.0,8835872.0,20000000.0,Feb 26 2010,R,,Overture Films,Remake,Horror,Contemporary Fiction,,71.0,6.7,21135.0,0.051467053353296474,67.0,71.0
1507,Crazy in Alabama,1954202.0,1954202.0,,15000000.0,Oct 22 1999,PG-13,,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Antonio Banderas,31.0,5.7,3991.0,0.002570751333603844,57.0,31.0
1508,The Crew,13019253.0,13019253.0,,23000000.0,Aug 25 2000,PG-13,,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,19.0,6.0,1307.0,0.0,60.0,19.0
1509,Cradle 2 the Grave,34657731.0,56434942.0,,25000000.0,Feb 28 2003,R,101.0,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,Andrzej Bartkowiak,26.0,5.4,14834.0,0.04559222034770882,54.0,26.0
1510,Crocodile Hunter: Collision Course,28436931.0,33436931.0,,12500000.0,Jul 12 2002,PG,90.0,MGM,Based on TV,Comedy,Contemporary Fiction,,,,,0.03740876239603198,,
1511,The In Crowd,5217498.0,5217498.0,,15000000.0,Jul 19 2000,PG-13,,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,2.0,4.2,2720.0,0.0,42.0,2.0
1512,The Corruptor,15164492.0,15164492.0,,10000000.0,Mar 12 1999,R,110.0,New Line,Original Screenplay,Action,Contemporary Fiction,James Foley,48.0,5.8,9008.0,0.019948878382288433,58.0,48.0
1513,Man cheng jin dai huang jin jia,6566773.0,75566773.0,10581873.0,45000000.0,Dec 21 2006,R,113.0,Sony Pictures Classics,Based on Play,Action,Historical Fiction,Yimou Zhang,,7.0,17975.0,0.008638585185781058,70.0,
1514,Crash,54557348.0,98387109.0,,6500000.0,May 06 2005,R,107.0,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,Paul Haggis,75.0,6.1,20886.0,0.07177015228153948,61.0,75.0
1515,Crossover,7009668.0,7009668.0,2177636.0,5600000.0,Sep 01 2006,PG-13,,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,,3.0,1.7000000000000002,7466.0,0.0,17.0,3.0
1516,Crossroads,37188667.0,57000000.0,,12000000.0,Feb 15 2002,PG-13,93.0,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,,14.0,6.6,4894.0,0.0,66.0,14.0
1517,The Count of Monte Cristo,54228104.0,54228104.0,,40000000.0,Jan 25 2002,PG-13,131.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Historical Fiction,Kevin Reynolds,74.0,7.6,40605.0,0.07133703203497281,76.0,74.0
1518,Cruel Intentions,38230075.0,75803716.0,,11000000.0,Mar 05 1999,R,95.0,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Roger Kumble,47.0,6.7,66861.0,0.050291636325223786,67.0,47.0
1519,The Cry of the Owl,0.0,0.0,,11500000.0,Nov 27 2009,R,,,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,14.0,6.2,1244.0,0.0,62.0,14.0
